#Best run for each simulation of the study Legrain et al., (2023): A gradual change is more likely to have caused the Mid-Pleistocene Transition than an abrupt event;;;;;;;;
;;;;;;;;
Age (ka);ORB simulation Ice volume (m sl);ABR simulation Ice volume (m sl);GRAD simulation Ice volume (m sl);ABRkO simulation Ice volume (m sl);GRADkO simulation Ice volume (m sl);ABRag Ice volume (m sl);GRADag Ice volume (m sl);SYN simulation Ice volume (m sl)
1746;44.03050799;41.93868799;39.09142904;56.81291396;37.21267587;59.54358065;21.361081;30.66563036
1745;45.79699309;42.1464125;39.8016006;57.84203411;39.2529505;58.92423911;21.89786201;32.18168142
1744;46.78700752;42.02055227;39.95273105;58.84567023;41.1130819;57.96299275;21.96955398;33.57844328
1743;46.86678989;41.6525452;39.5370372;59.80393157;42.67991797;56.78251772;21.54272229;34.79244529
1742;46.09889363;40.22478438;37.70014881;60.70301839;43.89234068;55.55500628;20.68624206;35.75405594
1741;43.65251306;34.5293408;31.2883492;54.61678425;43.74977022;46.9601139;19.51876655;36.39204166
1740;36.31120161;29.66356406;25.59314397;47.94169777;38.75039793;38.59784763;18.17912561;36.64905132
1739;29.59313931;25.64098225;20.7124869;42.01881893;33.95888731;31.92422124;16.81683331;36.49588586
1738;23.67438595;22.39954226;16.68695687;36.76431891;29.42698991;26.70948654;15.55706462;35.92651795
1737;18.68388096;19.79594384;13.48505274;32.11344122;25.24266754;22.65384379;14.48349205;34.9512765
1736;14.7158536;17.69749362;11.06439311;28.01004494;21.48354628;19.49639356;13.66925238;33.60095015
1735;11.81796166;16.01543705;9.386439957;24.40054164;18.19072625;17.05141692;13.18106736;31.92851547
1734;9.976323788;14.68319183;8.396485137;21.23409972;15.3735734;15.17793277;13.06394662;29.99867315
1733;10.62114645;15.66927778;9.489691803;18.98542761;13.38652247;16.082856;13.30984009;27.87850876
1732;12.17910129;17.13468871;11.23848614;19.5385254;13.56658478;17.55668959;13.8150347;25.63548988
1731;14.07265307;18.55797134;13.14665696;20.09784956;13.84867491;18.99096777;14.43875755;23.33710358
1730;16.11682071;19.83884149;15.05903222;20.66765197;14.22785841;20.26541489;15.07190985;21.05099292
1729;18.1126745;20.64086294;16.67337165;21.27585384;14.82344127;20.97267686;15.52484588;18.84508942
1728;20.0163457;21.05550592;18.01643879;21.91566738;15.58434473;21.21784641;15.81225767;16.78675667
1727;21.81482211;21.24754911;19.17330992;22.57472996;16.43243817;21.19338572;15.98587904;14.94233987
1726;23.38398245;21.03509044;19.96935559;23.26983916;17.43416133;20.67551234;15.9385536;13.37453601
1725;24.64593891;20.48965111;20.4027543;23.99442719;18.53602318;19.74654749;15.66369451;12.13042051
1724;25.48223434;19.69742367;20.46072396;24.73796144;19.65971893;18.50892496;15.1411991;11.23707703
1723;25.73397726;18.74675848;20.11235167;25.4870826;20.70852578;17.07020905;14.33339738;10.70724154
1722;25.32322923;17.74764982;19.37976119;26.23028364;21.60468841;15.56117309;13.2448135;10.54077604
1721;24.3371646;16.84390029;18.38664848;26.96129881;22.31609721;14.1466845;11.96318146;10.72573838
1720;22.95039571;16.18026274;17.30089746;27.67799785;22.84284861;12.98965988;10.61455304;11.23720351
1719;21.3723097;15.88209439;16.29686124;28.38140187;23.20695995;12.22903714;9.333434206;12.02693757
1718;19.83827664;16.06471402;15.55713029;29.07378168;23.44228722;11.9923255;8.261386006;13.03027135
1717;18.55502718;16.74214758;15.19271318;29.76408568;23.61976978;12.28862207;7.493116197;14.18634326
1716;17.69179893;17.85219829;15.25302548;30.46532356;23.83166233;13.03880151;7.080946107;15.4440284
1715;17.39432992;19.34393964;15.78338536;31.18740796;24.15265424;14.17961247;7.069711383;16.76829587
1714;17.75688275;21.15877126;16.79987051;31.93770701;24.63963476;15.64167832;7.478575774;18.14330796
1713;18.82227033;23.24313353;18.29664737;32.71992759;25.32535861;17.36466188;8.305251304;19.56271741
1712;20.55802383;25.53480989;20.22597845;33.5343529;26.21696802;19.28146618;9.511294573;21.02076196
1711;22.81739504;27.94490744;22.46835337;34.3775757;27.29050727;21.29806678;10.99922355;22.51057143
1710;25.40477382;30.36825581;24.87067459;35.24512094;28.51142042;23.30298066;12.64478496;24.02410393
1709;28.15462001;32.70032723;27.29494262;36.13414538;29.85684112;25.18403932;14.33725249;25.55261102
1708;30.89180273;34.7102509;29.52371591;37.05410973;31.36874307;26.67598333;15.92161691;27.08712606
1707;33.53897701;36.43804548;31.54791633;37.9922521;32.98034335;27.83835664;17.37182399;28.61797187
1706;36.04125481;37.97422237;33.39950171;38.93179909;34.60592965;28.79121703;18.68761891;30.13467037
1705;38.27819717;39.19863948;34.95382593;39.87360269;36.24775771;29.4019402;19.77285948;31.62368868
1704;40.16855164;40.1371942;36.19209987;40.80564456;37.84362397;29.71387478;20.59479903;33.05693815
1703;41.63685933;40.82704951;37.10518552;41.71496044;39.32710608;29.7839894;21.12669603;34.38813738
1702;42.6237755;41.30887513;37.69398435;42.58907315;40.63611283;29.67283746;21.34999194;35.5597061
1701;43.13288157;41.63444526;37.99658552;43.41808206;41.72821016;29.45114629;21.2776869;36.5062944
1700;43.23445152;41.86255592;38.08729213;44.19563156;42.5854558;29.19410963;20.95506645;37.158917
1699;43.02416211;42.04666089;38.04752722;44.91916892;43.20891532;28.96617983;20.43886265;37.46003211
1698;42.61694285;41.25578935;37.96178808;45.59039779;43.61884261;28.81984473;19.79527298;37.37679873
1697;42.12683162;36.05096871;36.94974869;46.21398712;43.84774025;28.78887365;19.08765985;36.89588327
1696;41.65067757;31.49049636;31.72328347;46.7969571;43.93655315;28.88013149;18.36623318;36.01894067
1695;41.26829296;27.49715111;27.24707099;47.34826675;43.93248105;29.0785917;17.6694249;34.76350923
1694;41.03592092;23.99618992;23.44277516;47.87724552;43.88028081;29.36036474;17.02407662;33.16694489
1693;40.98188058;20.91927724;20.22670951;48.39270222;43.81743487;29.69884469;16.44480492;31.28799586
1692;41.11526804;18.20809549;17.51734048;48.90284235;43.77482345;30.06988478;15.93913789;29.19620329
1691;41.42361011;15.81124656;15.23282359;49.41504277;43.77586216;30.45020267;15.50563019;26.96244883
1690;41.8707289;13.68247386;13.28994705;49.93569637;43.83582254;30.81612412;15.13231033;24.65686258
1689;42.41885043;11.78678299;11.99636488;50.47050471;43.96603261;31.15168122;14.80855084;22.34839798
1688;43.03364426;10.42861818;12.7100919;51.02433123;44.17426485;31.45020108;14.52730882;20.10493428
1687;43.68546095;10.81613016;13.41875392;51.60102117;44.4642314;31.71558088;14.28578796;17.99340346
1686;44.35906743;11.22887823;14.12107277;52.20346402;44.83722597;31.96592475;14.09058157;16.07895712
1685;45.05006532;11.69704094;14.82653511;52.83361452;45.29221094;32.22943896;13.95474134;14.42456801
1684;45.76345304;12.25400115;15.55217264;53.49274147;45.82727526;32.53923372;13.89557912;13.08847883
1683;46.52234664;12.93469571;16.32592793;54.18202511;46.4438197;32.93099528;13.93794338;12.11233376
1682;47.36059004;13.77615319;17.18347044;54.90198804;47.14298964;33.44416022;14.11101501;11.51693564
1681;48.31007192;14.79097699;18.14721418;55.65370046;47.9324938;34.0915823;14.43348596;11.30803685
1680;49.40213878;15.97579864;19.23312941;56.43705151;48.81949132;34.87130168;14.91588498;11.47797683
1679;50.65886103;17.32476962;20.45343473;57.24974564;49.80255863;35.78194996;15.56187109;12.00407885
1678;52.08615091;18.81308232;21.8018456;58.08997513;50.88239429;36.8007735;16.36139208;12.83791835
1677;53.67669;20.40739717;23.26081885;58.95582828;52.05830762;37.89566435;17.29559823;13.91118422
1676;55.39834094;22.04624799;24.78406804;59.84681411;53.33483729;39.00160238;18.32569155;15.15570858
1675;57.21332526;23.70534143;26.34437389;60.75848318;54.69450872;40.09879337;19.42229688;16.51169257
1674;59.07777941;25.36438094;27.91362502;61.68587233;56.11600574;41.17220844;20.55485296;17.93085495
1673;60.92567144;26.96680406;29.43111921;62.62669566;57.58963492;42.1634242;21.67173376;19.38173738
1672;62.6920043;28.48624871;30.85427102;63.57587333;59.09040901;43.05031322;22.7315662;20.85204012
1671;64.31691772;29.90910391;32.15036643;64.52747731;60.58898023;43.82573444;23.69945687;22.3384565
1670;65.74187384;31.23275606;33.29375457;65.47461285;62.0508014;44.49572222;24.5446621;23.83753038
1669;66.92687716;32.46808619;34.27578391;66.41011072;63.44157899;45.08172409;25.24898249;25.34386292
1668;67.86460525;33.63913877;35.1116453;67.32725436;64.73277244;45.61968061;25.81281163;26.85001609
1667;68.5706386;34.7774975;35.83229353;68.21977399;65.90065442;46.15370947;26.24899793;28.34697093
1666;69.08565336;35.91768281;36.4827484;69.08248002;66.92982625;46.7303358;26.58240085;29.82461866
1665;69.47526054;37.09228412;37.11924042;69.91166042;67.81551218;47.39272952;26.84818601;31.27128761
1664;69.81225292;38.3181816;37.79229862;70.70554004;68.56413809;48.16472525;27.07965574;32.67372068
1663;70.17456194;39.59316904;38.54351774;71.46470779;69.19499636;49.04648918;27.30647918;34.01499647
1662;70.63975286;40.90240877;39.40661993;72.19120292;69.73470616;50.02254506;27.55435348;35.2633941
1661;71.27081606;42.22315239;40.40305999;72.88743096;70.20960139;51.06787884;27.8404081;36.3694002
1660;72.11492433;43.53022147;41.54314053;73.55682471;70.64644036;52.15253712;28.17572003;37.27355521
1659;73.18553738;44.79468813;42.815886;74.20346574;71.06757432;53.24007663;28.55747965;37.91115545
1658;74.44150402;45.97512302;44.17475734;74.83084377;71.48424862;54.27951326;28.95597718;38.22690745
1657;75.8125989;47.02119983;45.55282714;75.44247057;71.90336918;55.2092174;29.32658402;38.18777951
1656;77.22291963;47.87762522;46.87672744;76.0426559;72.33426236;55.96078835;29.62121514;37.77679614
1655;78.58895849;48.47242667;48.05877179;76.63759364;72.79428334;56.44490634;29.78376791;36.988306
1654;79.84280273;48.77587285;49.04328913;77.23057949;73.28574615;56.62198062;29.77896677;35.8311734
1653;80.92553574;48.78926092;49.79695729;77.82261126;73.7988337;56.48911879;29.58571404;34.32950397
1652;81.76913504;48.51311508;50.28122586;78.4145178;74.32136903;56.04249405;29.17890728;32.52642528
1651;82.30525079;47.98034192;50.47634718;77.15809889;74.82397924;55.3173805;28.5437307;30.485526
1650;80.72866875;47.23964952;49.14174242;67.55082862;75.26728457;54.36835989;27.66866304;28.28014336
1649;70.83326315;45.29185471;42.0048061;59.11275738;74.05503721;53.26699619;26.55150275;25.98382153
1648;61.61664236;38.52075182;35.51133075;51.69707317;65.6031193;52.10771932;25.2260209;23.66815698
1647;53.07534742;32.56292763;29.66717475;45.17709936;57.91796858;51.00131075;23.76241466;21.40233935
1646;45.24015797;27.42155918;24.49483077;39.44336917;50.9221159;50.05881718;22.24712197;19.25324833
1645;38.20301893;23.20175442;20.10586599;34.39301171;44.51611476;42.69608476;20.83021589;17.28560391
1644;31.99825213;19.75724242;16.43347514;29.95742404;38.72248237;35.54017733;19.56318265;15.56118525
1643;26.65416877;16.93033256;13.40238801;26.07898903;33.57599716;29.70842628;18.48102063;14.13851083
1642;22.24738481;14.75208249;11.07180188;22.69261203;29.03416789;25.10124051;17.70391922;13.07039208
1641;18.7976449;13.13786869;9.404458528;19.74959446;25.10019496;21.50487754;17.29046548;12.39219236
1640;16.28775726;12.00865296;8.348835825;17.20531036;21.76399896;18.73603878;17.28116226;12.11773095
1639;16.78245876;13.07587342;9.327444788;17.35193224;19.49457106;19.41018523;17.6944357;12.24523764
1638;18.32147718;14.7606541;11.00167693;18.04711445;20.0854374;20.87887573;18.49887078;12.7563173
1637;20.33042265;16.61898885;12.95663025;18.79524942;20.91331862;22.46294692;19.6127007;13.60479369
1636;22.66630773;18.55487597;15.06853862;19.59546858;21.96483991;24.05690786;20.93951163;14.722165
1635;25.19337421;20.4621687;17.21249441;20.44722136;23.23139157;25.54443289;22.38172135;16.03662145
1634;27.78631055;22.23583821;19.26996838;21.34992103;24.70627447;26.81088966;23.84620217;17.4810579
1633;30.33707831;23.81063759;21.15464996;22.29971756;26.36745068;27.78947384;25.25988552;18.99851912
1632;32.74578756;25.17300892;22.81478777;23.28797388;28.1680732;28.4757935;26.56970005;20.54429646
1631;34.9038444;26.33708457;24.21057058;24.30290072;30.0432595;28.89928188;27.72765116;22.09046954
1630;36.69339978;27.33552103;25.30837076;25.33051155;31.91502918;29.11199449;28.68772811;23.6277792
1629;38.00871858;28.21769305;26.09017481;26.35597863;33.70173181;29.18542751;29.41476531;25.15522491
1628;38.82911031;29.05899213;26.5948997;27.366703;35.34186323;29.21842871;29.9195987;26.67082187
1627;39.23511637;29.95246844;26.92145984;28.35400247;36.8048448;29.32637371;30.26351179;28.16977508
1626;39.35603307;30.98872322;27.19128038;29.31211397;38.08068348;29.61941852;30.52853013;29.64437599
1625;39.36595732;32.29377511;27.56890614;30.23400026;39.157414;30.24891351;30.82754373;31.08446352
1624;39.419736;33.85514714;28.12775695;31.1254194;40.0900034;31.1991469;31.22082386;32.4779344
1623;39.65444977;35.60467687;28.9001058;31.9963693;40.95521506;32.38828306;31.74269305;33.81033793
1622;40.20627925;37.5423213;29.95884709;32.84922623;41.79032597;33.81838665;32.44799402;35.06502847
1621;41.16326984;39.61152485;31.32069174;33.68870756;42.64182704;35.42631733;33.35162553;36.22145243
1620;42.5610063;41.7504372;32.97453619;34.51626408;43.53534164;37.146449;34.44269376;37.24465692
1619;44.34789763;43.87885987;34.85677658;35.32942361;44.46874424;38.89653731;35.66496965;38.0832493
1618;46.38222487;45.89095672;36.84537486;36.12251516;45.41542724;40.5687574;36.91342543;38.67841626
1617;48.49025321;47.66757763;38.79528223;36.8889593;46.3417239;42.04141383;38.06415967;38.9791459
1616;50.514538;49.09084803;40.5686806;37.62423628;47.22392257;43.19147402;39.00220302;38.95465485
1615;52.32963155;50.06427196;42.05057002;38.32811593;48.05463377;43.9126531;39.63834202;38.58777692
1614;53.83944728;50.54433686;43.16688662;39.0006937;48.82259853;44.15494733;39.91734458;37.86921886
1613;54.96378961;50.54208689;43.88164803;39.63908906;49.49870236;43.93112799;39.81003348;36.80053872
1612;55.62763898;50.10009864;44.17824522;40.23904757;50.04376548;43.28950104;39.3011049;35.39716814
1611;55.75414293;48.16213036;44.05111004;40.79518465;50.4096894;42.30398141;38.3829741;33.68898435
1610;55.29156785;40.90919787;42.43880271;41.30294201;50.55248346;41.06802315;37.06654096;31.72395542
1609;53.08568086;34.31495279;35.69175149;41.76113279;50.45182241;39.69774567;35.40751633;29.56946607
1608;45.11909996;28.42236282;29.57156093;37.24547328;50.11266035;38.32567073;33.50383242;27.30151606
1607;37.75390109;23.26646503;24.12870204;32.34052449;44.44710231;37.07712961;31.47255256;24.99511592
1606;31.1016506;18.88410216;19.42588708;28.00695103;38.26011916;36.08185947;29.44840643;22.72209834
1605;25.25488957;15.24460211;15.4771726;24.18826694;32.63786173;35.3899996;27.54279247;20.55065339
1604;20.28472875;12.28036562;12.26569156;20.83843097;27.60776616;34.99732087;25.8473355;18.54544877
1603;16.24437652;9.939825073;9.77687855;17.91539686;23.18489381;34.91257984;24.45203404;16.76783204
1602;13.14235481;8.154156626;7.966191598;15.38184804;19.37782416;35.11723185;23.42011913;15.27512808
1601;10.94673126;6.855150773;6.771932914;13.20287562;16.18004827;35.58667731;22.79305506;14.12042408
1600;9.86811197;6.208540957;6.350394927;11.34455553;13.95323905;36.27817615;22.57032274;13.35025069
1599;10.94152444;7.061965676;7.56613255;11.50832674;14.08961438;37.12432465;22.70441372;12.99298767
1598;12.40905703;8.074488405;8.994886606;12.10901728;14.50127703;38.04116085;23.12902253;13.05493174
1597;14.12552031;9.056361441;10.44892028;12.79339218;15.24540853;38.79897489;23.7235565;13.52357811
1596;16.01629705;10.0456475;11.91198393;13.55527584;16.27763631;39.44452692;24.46898095;14.35703214
1595;18.01036973;11.10412309;13.38844232;14.38219436;17.5288466;40.05996513;25.35115025;15.48904034
1594;19.96175945;12.09316794;14.73361775;15.2725521;18.9917407;40.4962067;26.25377482;16.84760223
1593;21.7450101;13.00712616;15.8940471;16.2102693;20.58805545;40.7682749;27.10959859;18.36197076
1592;23.23136074;13.85821696;16.824723;17.17768805;22.2298711;40.91237805;27.85600434;19.96788445
1591;24.32520118;14.68084889;17.50905022;18.15756405;23.83307291;40.98876082;28.45291807;21.61196063
1590;25.02038657;15.53934313;17.99084313;19.13557448;25.33607166;41.08815573;28.91032628;23.25302861
1589;25.39273133;16.51221614;18.36133259;20.10150965;26.70539869;41.31301766;29.27998784;24.86620862
1588;25.56501017;17.67631332;18.73284989;21.04874004;27.9297638;41.76022794;29.63472308;26.44454762
1587;25.68783069;19.09521054;19.2228165;21.97413472;29.01811341;42.50822902;30.05607676;27.98851641
1586;25.91846207;20.78993907;19.92623304;22.87969754;30.00659606;43.5827152;30.61551144;29.49673403
1585;26.39967756;22.73419293;20.90270117;23.77167961;30.95211019;44.95213708;31.36332807;30.96413499
1584;27.24866306;24.88455252;22.18905792;24.6567261;31.91093238;46.56523108;32.33316914;32.38186859
1583;28.5478425;27.19361767;23.80280683;25.53989448;32.92748668;48.36764111;33.54198213;33.73777927
1582;30.32778017;29.60813883;25.73280152;26.42374563;34.02808041;50.30070157;34.98171367;35.01698472
1581;32.52146999;32.05418206;27.90815746;27.30721979;35.21049719;52.2857225;36.59430138;36.20164572
1580;34.98321549;34.43396189;30.20564725;28.18700022;36.45319969;54.21925884;38.27901088;37.27148443
1579;37.55770643;36.64000054;32.49193404;29.05993286;37.73516012;55.98701586;39.92748805;38.20271525
1578;40.06695596;38.44077807;34.5492679;29.93413342;39.09350055;57.32514428;41.38196321;38.95850603
1577;42.4200767;39.85003727;36.34753841;30.79777889;40.46715351;58.26350827;42.60105702;39.48811036
1576;44.54541496;40.9271712;37.89248963;31.63597185;41.77950041;58.88572461;43.56687354;39.74640671
1575;46.31462766;41.54614372;39.05064902;32.45096475;43.03688952;59.05033508;44.17918764;39.7068933
1574;47.63705016;41.73290566;39.79298639;33.23500809;44.18893502;58.79329225;44.40605686;39.35465226
1573;48.42107191;41.54168711;40.10315669;33.98046249;45.17937356;58.17995775;44.2272151;38.68019964
1572;48.5868852;41.04362171;39.9792448;34.67977912;45.95119249;57.29377859;43.63416113;37.68145159
1571;48.13331292;40.33313694;39.47072354;35.32822469;46.46862094;56.24144929;42.66138366;36.36653347
1570;47.14995815;35.09192292;37.71162624;35.92457057;46.72248203;55.14997088;41.39080515;34.75664852
1569;44.75235998;29.63665454;31.488396;36.4704377;46.72238245;46.68753583;39.9248222;32.88651449
1568;37.57683408;24.92300758;26.02026031;36.97069903;45.4901252;38.35275591;38.37673945;30.80789549
1567;31.14770206;20.94572312;21.33664787;32.99993062;39.49566573;31.56449097;36.85954337;28.59083877
1566;25.54696162;17.65760693;17.43556713;28.67902092;34.03505176;26.11018649;35.46939169;26.31281046
1565;20.82942748;14.97668941;14.28303787;24.87870574;29.13011441;21.76379741;34.28013124;24.04905729
1564;17.02031432;12.82311596;11.83391614;21.54823279;24.79390915;18.32730568;33.35167904;21.87041239
1563;14.11120149;11.12512968;10.03343813;18.64109388;21.02509325;15.63410336;32.72884021;19.84285384
1562;12.05340838;9.814038475;8.811021612;16.11430955;17.80745176;13.53983523;32.43492194;18.02767691
1561;12.4539119;9.115360805;8.357231291;13.92706348;15.52213125;13.9981073;32.45109579;16.48177487
1560;13.64379161;10.10123955;9.697280034;14.03691333;15.66360849;14.9841049;32.71641136;15.25704133
1559;15.1366947;11.13318285;11.18219953;14.60970159;15.98596881;15.96839968;33.15816461;14.40028269
1558;16.82069688;12.13918735;12.71083572;15.2251499;16.49394153;16.86366224;33.70725053;13.951046
